Meeting,Race Number,Distance,Tab No,Horse,Horseid,Weight,Barrier,Jockey,Jockeyid,Trainer,Trackcondition,Class Change,Hist Run Style,Settling Pos,Neural,age restrictions,Race Cl,Limitweight,sex restrictions,Weighttype,Age,Rno,Sex,Margin,LSFinPos,LSSP,Pricebf,MarketRank,Starters
Sha Tin,8,1600.0,10,Northern Beast,975296.0,58.0,8.0,Hugh Bowman,11667,D J Hall,Good,0.0,bm,14.0,2.0,,Class 4,54.5,,Handicap,4.0,4.0,Gelding,2.1,6.0,9.2,,,14
Sha Tin,8,1600.0,11,The Equalizer,974900.0,58.0,6.0,Keith Yeung,14003,C W Chang,Good,0.0,bm,11.0,12.0,,Class 4,54.5,,Handicap,5.0,7.0,Gelding,10.8,12.0,111.0,,,14
Sha Tin,8,1600.0,12,Special Hedge,987210.0,56.5,3.0,Jerry Chau,16357,T P Yung,Good,0.0,mf/bm,8.0,14.0,,Class 4,54.5,,Handicap,4.0,2.0,Gelding,20.0,10.0,55.0,,,14
Sha Tin,8,1600.0,13,Affirm,969685.0,56.0,10.0,Ms A Atzeni,14652,P Yiu,Good,0.0,mf,7.0,3.0,,Class 4,54.5,,Handicap,4.0,3.0,Gelding,6.5,12.0,16.0,,,14
Sha Tin,8,1600.0,14,Superb Move,963491.0,55.0,13.0,Luke Ferraris,16610,C H Yip,Good,0.0,mf,4.0,5.0,,Class 4,54.5,,Handicap,5.0,14.0,Gelding,7.8,10.0,23.0,,,14
Sha Tin,9,1200.0,1,Super Win Dragon,919581.0,61.0,11.0,K C Leung,14401,W Y So,Good,0.0,mf,8.0,4.0,,Class 3,53.5,,Handicap,6.0,36.0,Gelding,6.8,4.0,6.5,,,13
Sha Tin,9,1200.0,2,Viva Chaleur,970130.0,61.0,4.0,Hugh Bowman,11667,C Fownes,Good,0.0,mf/bm,11.0,6.0,,Class 3,53.5,,Handicap,5.0,11.0,Horse,7.3,9.0,18.0,,,13
Sha Tin,9,1200.0,3,Super Fortune,916171.0,59.5,10.0,M F Poon,15615,A S Cruz,Good,0.0,l,1.0,5.0,,Class 3,53.5,,Handicap,6.0,22.0,Gelding,1.3,2.0,22.0,,,13
Sha Tin,9,1200.0,4,Moduleconstruction,976550.0,56.5,1.0,Lyle Hewitson,16215,K W Lui,Good,0.0,op,4.0,2.0,,Class 3,53.5,,Handicap,4.0,8.0,Gelding,0.1,1.0,3.5,,,13
Sha Tin,9,1200.0,5,Happy Daily,946238.0,56.0,7.0,A Hamelin,15006,C H Yip,Good,0.0,mf/bm,9.0,7.0,,Class 3,53.5,,Handicap,6.0,35.0,Gelding,2.8,9.0,21.0,,,13
Sha Tin,9,1200.0,6,Toronado Phantom,946217.0,56.0,5.0,Brenton Avdulla,14014,J J Size,Good,0.0,bm,12.0,8.0,,Class 3,53.5,,Handicap,6.0,31.0,Gelding,1.6,3.0,8.9,,,13
Sha Tin,9,1200.0,7,Beauty Waves,985115.0,55.0,13.0,Z Purton,12158,D Whyte,Good,0.0,op,6.0,12.0,,Class 3,53.5,,Handicap,4.0,3.0,Mare,3.5,5.0,2.5,,,13
Sha Tin,9,1200.0,8,Jolly Companion,973199.0,55.0,9.0,Jerry Chau,16357,K L Man,Good,9.6,op,5.0,10.0,,Class 3,53.5,,Handicap,4.0,4.0,Gelding,1.3,1.0,7.5,,,13
Sha Tin,9,1200.0,9,Mugen,957798.0,54.5,6.0,K Teetan,15368,P C Ng,Good,0.0,mf/bm,10.0,11.0,,Class 3,53.5,,Handicap,5.0,4.0,Gelding,10.3,11.0,10.0,,,13
Sha Tin,9,1200.0,10,Speed Sword,972714.0,54.5,3.0,A Badel,10151,F C Lor,Good,17.1,bm,13.0,9.0,,Class 3,53.5,,Handicap,4.0,2.0,Gelding,3.5,1.0,1.5,,,13
Sha Tin,9,1200.0,11,Super Ten,931322.0,54.5,12.0,Keith Yeung,14003,C W Chang,Good,0.0,op,3.0,13.0,,Class 3,53.5,,Handicap,6.0,24.0,Gelding,3.5,4.0,45.0,,,13
Sha Tin,9,1200.0,12,Champion Method,982698.0,54.0,8.0,Ms A Atzeni,14652,C S Shum,Good,4.0,l,2.0,1.0,,Class 3,53.5,,Handicap,3.0,2.0,Gelding,0.1,1.0,7.6,,,13
Sha Tin,9,1200.0,13,Red Elegance,974949.0,53.5,2.0,Keagan De Melo,16365,J W Richards,Good,0.0,mf,7.0,3.0,,Class 3,53.5,,Handicap,4.0,6.0,Gelding,2.0,4.0,7.3,,,13
Sha Tin,10,1400.0,1,Amazing Victory,961101.0,61.0,10.0,K Teetan,15368,W Y So,Good,0.0,mf,6.0,5.0,,Class 3,53.0,,Handicap,5.0,23.0,Gelding,3.8,5.0,24.0,,,14
Sha Tin,10,1400.0,2,Hyper Dragon Ball,938599.0,57.5,4.0,Jerry Chau,16357,T P Yung,Good,0.0,mf,10.0,11.0,,Class 3,53.0,,Handicap,6.0,18.0,Gelding,2.8,6.0,15.0,,,14
Sha Tin,10,1400.0,3,Joyful Hunter,980272.0,56.0,3.0,Lyle Hewitson,16215,K W Lui,Good,0.0,bm,12.0,2.0,,Class 3,53.0,,Handicap,4.0,4.0,Gelding,1.3,3.0,2.3,,,14
Sha Tin,10,1400.0,4,Capital Legend,936948.0,51.5,11.0,E C W Wong,17368,C Fownes,Good,0.0,mf/bm,11.0,10.0,,Class 3,53.0,,Handicap,5.0,16.0,Gelding,2.3,4.0,11.0,,,14
Sha Tin,10,1400.0,5,Red Aclaim,992385.0,56.0,5.0,A Badel,10151,J J Size,Good,-12.7,no data,99.0,4.0,,Class 3,53.0,,Handicap,4.0,4.0,Gelding,1.0,2.0,29.0,,,14
Sha Tin,10,1400.0,6,Flying Mojito,951855.0,55.5,6.0,Z Purton,12158,D J Hall,Good,4.0,op,4.0,3.0,,Class 3,53.0,,Handicap,5.0,11.0,Gelding,1.0,1.0,2.8,,,14
Sha Tin,10,1400.0,7,Rattan Kingdom,956795.0,55.5,14.0,Brenton Avdulla,14014,J W Richards,Good,0.0,mf,9.0,14.0,,Class 3,53.0,,Handicap,6.0,18.0,Gelding,2.5,5.0,56.0,,,14
Sha Tin,10,1400.0,8,Setanta,922881.0,55.5,8.0,K C Leung,14401,D A Hayes,Good,0.0,bm,13.0,12.0,,Class 3,53.0,,Handicap,6.0,34.0,Gelding,6.5,10.0,59.0,,,14
Sha Tin,10,1400.0,9,D Star,971136.0,55.0,1.0,Matthew Chadwick,14206,A S Cruz,Good,0.0,mf,5.0,7.0,,Class 3,53.0,,Handicap,4.0,12.0,Gelding,9.0,11.0,7.9,,,14
Sha Tin,10,1400.0,10,Show Respect,977168.0,55.0,9.0,Keagan De Melo,16365,D Whyte,Good,0.0,mf,8.0,13.0,,Class 3,53.0,,Handicap,4.0,11.0,Gelding,5.8,9.0,26.0,,,14
Sha Tin,10,1400.0,11,Super Winner,912836.0,52.5,7.0,Y L Chung,16529,C H Yip,Good,0.0,l,2.0,6.0,,Class 3,53.0,,Handicap,8.0,51.0,Gelding,1.0,2.0,21.0,,,14
Sha Tin,10,1400.0,12,Up And Up,982081.0,55.0,13.0,Luke Ferraris,16610,C S Shum,Good,0.0,mf,7.0,8.0,,Class 3,53.0,,Handicap,5.0,11.0,Gelding,7.0,10.0,4.7,,,14
Sha Tin,10,1400.0,13,Aoraki Summit,953438.0,54.0,12.0,Ms A Atzeni,14652,F C Lor,Good,0.0,op,3.0,9.0,,Class 3,53.0,,Handicap,4.0,4.0,Gelding,9.5,12.0,70.0,,,14
Sha Tin,10,1400.0,14,Ka Ying Cheer,970439.0,53.0,2.0,Keith Yeung,14003,P C Ng,Good,4.0,l,1.0,1.0,,Class 3,53.0,,Handicap,4.0,2.0,Gelding,0.9,3.0,2.5,,,14
Singapore,1,1200.0,1,Delilah,987510.0,59.0,1.0,M Nunes,14100,L Khoo,Good,0.0,op,1.0,5.0,,Class 5,50.0,,Handicap,4.0,10.0,Mare,0.8,2.0,2.4,,,16
Singapore,1,1200.0,2,Pacific Commander,990032.0,59.0,3.0,B Queiroz,16996,J Ong,Good,-8.4,mf/bm,13.0,1.0,,Class 5,50.0,,Handicap,3.0,3.0,Gelding,0.1,2.0,1.0,,,16
Singapore,1,1200.0,3,Volcanic,975074.0,59.0,12.0,Ron Stewart,12490,T Fitzsimmons,Good,1.9,op/mf,9.0,12.0,,Class 5,50.0,,Handicap,4.0,2.0,Gelding,3.5,6.0,2.8,,,16
Singapore,1,1200.0,4,Pacific Scout,959453.0,57.0,16.0,Clyde Leck,17431,D Kok,Good,-8.4,mf,10.0,16.0,,Class 5,50.0,,Handicap,4.0,2.0,Gelding,17.3,12.0,50.2,,,16
Singapore,1,1200.0,5,Tantheman,982705.0,57.5,8.0,Marc R Lerner,15886,J Tan,Good,1.9,op/mf,7.0,7.0,,Class 5,50.0,,Handicap,4.0,14.0,Unknown,4.5,2.0,5.2,,,16
Singapore,1,1200.0,6,Beyond Sacred,930615.0,53.0,14.0,R Azhar,15801,J Tan,Good,0.0,bm,16.0,9.0,,Class 5,50.0,,Handicap,7.0,27.0,Gelding,21.1,13.0,5.2,,,16
Singapore,1,1200.0,7,Pacific Sonic,958497.0,57.0,10.0,R Iskandar,16153,K S Tan,Good,1.9,mf/bm,14.0,2.0,,Class 5,50.0,,Handicap,5.0,9.0,Gelding,4.5,1.0,0.62,,,16
Singapore,1,1200.0,8,Starboy,988824.0,55.0,7.0,Ph Seow,16739,J Ong,Good,-2.7,bm,15.0,14.0,,Class 5,50.0,,Handicap,3.0,3.0,Gelding,5.2,7.0,8.2,,,16
Singapore,1,1200.0,9,Behind Player,991600.0,56.0,15.0,R Woodworth,10590,T Mahadi,Good,0.0,op/mf,8.0,10.0,,Class 5,50.0,,Handicap,4.0,5.0,Gelding,1.0,3.0,50.2,,,16
Singapore,1,1200.0,10,Dancing Tycoon,963795.0,55.5,2.0,Vlad Duric,10804,S Gray,Good,0.0,op,2.0,4.0,,Class 5,50.0,,Handicap,6.0,18.0,Gelding,4.8,8.0,3.8,,,16
Singapore,1,1200.0,11,Outfit,968081.0,53.5,5.0,M Akmazani,16984,S Baertschiger,Good,0.0,mf,11.0,6.0,,Class 5,50.0,,Handicap,5.0,19.0,Gelding,7.0,10.0,5.2,,,16
Singapore,1,1200.0,12,Legacy Reign,969214.0,51.5,13.0,T Krisna,16066,R Lim,Good,0.0,op/mf,5.0,8.0,,Class 5,50.0,,Handicap,5.0,17.0,Gelding,6.1,5.0,6.8,,,16
Singapore,1,1200.0,13,Centurion,881533.0,51.0,6.0,S Shafrizal,15920,K S Tan,Good,0.0,op/mf,6.0,3.0,,Class 5,50.0,,Handicap,9.0,66.0,Gelding,0.4,3.0,1.4,,,16
Singapore,1,1200.0,14,Golden Tiger,910624.0,50.0,11.0,N Zyrul,16068,H W Tan,Good,0.0,op,3.0,11.0,,Class 5,50.0,,Handicap,8.0,41.0,Gelding,14.7,8.0,20.2,,,16
Singapore,1,1200.0,15,Benbo,983815.0,50.0,4.0,,0,H W Tan,Good,0.0,mf/bm,12.0,15.0,,Class 5,50.0,,Handicap,4.0,13.0,Horse,2.0,2.0,20.2,,,16
Singapore,1,1200.0,16,Coming Fast,895406.0,50.0,9.0,,0,D Koh,Good,0.0,op,4.0,13.0,,Class 5,50.0,,Handicap,8.0,44.0,Gelding,9.6,6.0,8.2,,,16
Singapore,2,1400.0,1,Healthy Baby,968079.0,56.0,1.0,M Akmazani,16984,J Ong,Good,1.9,op/mf,2.0,5.0,,Class 5,50.0,,Handicap,5.0,16.0,Gelding,3.3,1.0,0.8,,,16
Singapore,2,1400.0,2,Laksana,925418.0,59.0,15.0,K A'isisuhairi,15481,S Gray,Good,-3.7,mf,8.0,2.0,,Class 5,50.0,,Handicap,7.0,33.0,Gelding,3.2,6.0,8.2,,,16
Singapore,2,1400.0,3,Bingo Master,950760.0,58.5,7.0,R Iskandar,16153,J Tan,Good,0.0,mf,12.0,1.0,,Class 5,50.0,,Handicap,5.0,35.0,Gelding,6.5,10.0,2.4,,,16
Singapore,2,1400.0,4,Pacific Victory,990947.0,58.5,6.0,Jake Bayliss,15031,K S Tan,Good,-8.4,op/mf,3.0,12.0,,Class 5,50.0,,Handicap,3.0,2.0,Gelding,3.6,6.0,3.6,,,16
Singapore,2,1400.0,5,St Alwyn,910942.0,57.5,4.0,Ron Stewart,12490,S Gray,Good,0.0,mf,7.0,8.0,,Class 5,50.0,,Handicap,8.0,47.0,Gelding,4.2,6.0,8.2,,,16
Singapore,2,1400.0,6,Fireworks,894878.0,57.0,12.0,Marc R Lerner,15886,T Fitzsimmons,Good,0.0,op/mf,5.0,3.0,,Class 5,50.0,,Handicap,8.0,70.0,Gelding,3.2,5.0,1.8,,,16
Singapore,2,1400.0,7,Gods Gift,916734.0,54.0,2.0,S Jamil,17127,Ms D Logan,Good,0.0,mf/bm,13.0,4.0,,Class 5,50.0,,Handicap,7.0,48.0,Gelding,1.5,2.0,3.0,,,16
Singapore,2,1400.0,8,Kranji First Hero,991948.0,57.0,10.0,M Zaki,15740,J Peters,Good,1.9,bm,15.0,15.0,,Class 5,50.0,,Handicap,3.0,3.0,Gelding,7.1,8.0,50.2,,,16
Singapore,2,1400.0,9,Red Maned,977512.0,57.0,16.0,Vlad Duric,10804,S Crutchley,Good,0.0,l,1.0,6.0,,Class 5,50.0,,Handicap,5.0,15.0,Gelding,1.4,4.0,3.2,,,16
Singapore,2,1400.0,10,Sky Eight,973310.0,57.0,14.0,I Saifudin,12604,T Mahadi,Good,-3.7,mf,11.0,9.0,,Class 5,50.0,,Handicap,5.0,18.0,Gelding,11.7,13.0,50.2,,,16
Singapore,2,1400.0,11,City Gold Warrior,957778.0,56.0,3.0,I Amirul,16241,D Kok,Good,0.0,mf,9.0,11.0,,Class 5,50.0,,Handicap,4.0,13.0,Gelding,1.3,3.0,5.2,,,16
Singapore,2,1400.0,12,Gold Plan,990651.0,56.0,5.0,W H Kok,16151,J Peters,Good,1.9,mf,10.0,14.0,,Class 5,50.0,,Handicap,3.0,4.0,Gelding,25.9,14.0,5.2,,,16
Singapore,2,1400.0,13,Rooks Gambit,990646.0,54.0,13.0,Ph Seow,16739,R Lim,Good,0.0,mf,6.0,13.0,,Class 5,50.0,,Handicap,4.0,4.0,Gelding,9.1,11.0,50.2,,,16
Singapore,2,1400.0,14,Surfing Cloud,991596.0,56.0,9.0,T H Koh,15617,J Ong,Good,1.9,op/mf,4.0,10.0,,Class 5,50.0,,Handicap,3.0,6.0,Gelding,7.2,9.0,6.8,,,16
Singapore,2,1400.0,15,Sacred Heaven,982422.0,50.0,8.0,,0,J Tan,Good,0.0,bm,16.0,7.0,,Class 5,50.0,,Handicap,4.0,11.0,Gelding,11.0,12.0,50.2,,,16
Singapore,2,1400.0,16,Cash Cheque,949569.0,50.0,11.0,,0,R Lim,Good,0.0,bm,14.0,16.0,,Class 5,50.0,,Handicap,5.0,26.0,Gelding,8.2,10.0,50.2,,,16
Singapore,3,1200.0,1,Pacific Master,957241.0,58.0,14.0,Jake Bayliss,15031,J Ong,Good,0.0,mf,13.0,3.0,,Class 4,52.0,,Handicap,4.0,10.0,Gelding,2.3,1.0,3.6,,,18
Singapore,3,1200.0,2,Filial Dragon,961882.0,56.0,10.0,T H Koh,15617,R Lim,Good,0.0,mf,12.0,4.0,,Class 4,52.0,,Handicap,4.0,18.0,Gelding,1.5,1.0,0.78,,,18
Singapore,3,1200.0,3,Baby Twins,985703.0,55.5,5.0,R Woodworth,10590,J Tan,Good,0.0,l,1.0,13.0,,Class 4,52.0,,Handicap,4.0,10.0,Horse,9.9,12.0,8.2,,,18
Singapore,3,1200.0,4,Elite Jubilation,974007.0,55.0,13.0,B Queiroz,16996,R Le Grange,Good,-32.1,no data,99.0,16.0,,Class 4,52.0,,Handicap,5.0,12.0,Gelding,12.3,22.0,151.0,,,18
Singapore,3,1200.0,5,Dragon Boss,958354.0,53.5,16.0,Clyde Leck,17431,D Kok,Good,9.2,bm,17.0,18.0,,Class 4,52.0,,Handicap,4.0,4.0,Gelding,0.6,3.0,9.0,,,18
Singapore,3,1200.0,6,Greatham Boy,989644.0,54.5,3.0,Vlad Duric,10804,T Fitzsimmons,Good,-7.6,l,2.0,1.0,,Class 4,52.0,,Handicap,3.0,2.0,Gelding,1.0,1.0,1.4,,,18
Singapore,3,1200.0,7,City Gold Telecom,953550.0,54.0,17.0,M Nunes,14100,D Kok,Good,0.0,mf,14.0,2.0,,Class 4,52.0,,Handicap,4.0,7.0,Gelding,0.3,2.0,0.74,,,18
Singapore,3,1200.0,8,Star Legend,978958.0,54.0,1.0,R Iskandar,16153,J Peters,Good,0.0,mf,11.0,8.0,,Class 4,52.0,,Handicap,5.0,5.0,Gelding,14.0,9.0,0.76,,,18
Singapore,3,1200.0,9,Joyful Stars,990950.0,50.5,2.0,M Akmazani,16984,H Takaoka,Good,0.0,op/mf,8.0,10.0,,Class 4,52.0,,Handicap,5.0,8.0,Gelding,3.9,9.0,2.0,,,18
Singapore,3,1200.0,10,Pacific General,991946.0,52.5,9.0,K A'isisuhairi,15481,K S Tan,Good,0.0,op/mf,9.0,14.0,,Class 4,52.0,,Handicap,4.0,7.0,Gelding,4.2,7.0,3.2,,,18
Singapore,3,1200.0,11,Opunake,894129.0,52.0,12.0,I Saifudin,12604,J Ong,Good,0.0,mf,10.0,12.0,,Class 4,52.0,,Handicap,7.0,53.0,Gelding,6.7,5.0,3.4,,,18
Singapore,3,1200.0,12,From The Navy,892898.0,51.5,8.0,Ron Stewart,12490,S Baertschiger,Good,0.0,op,6.0,6.0,,Class 4,52.0,,Handicap,7.0,45.0,Gelding,0.9,4.0,2.2,,,18
Singapore,3,1200.0,13,Super Generous,925685.0,47.0,4.0,K Faiz,16985,L Khoo,Good,3.7,op,3.0,11.0,,Class 4,52.0,,Handicap,6.0,31.0,Mare,0.8,1.0,3.0,,,18
Singapore,3,1200.0,14,Lims Zoom,881534.0,48.5,11.0,Ph Seow,16739,D Meagher,Good,0.0,bm,16.0,9.0,,Class 4,52.0,,Handicap,9.0,69.0,Gelding,2.2,3.0,3.2,,,18
Singapore,3,1200.0,15,Songgong Hera,897556.0,58.0,15.0,,0,R Lim,Good,0.0,mf/bm,15.0,7.0,,Class 4,52.0,,Handicap,7.0,37.0,Gelding,5.1,9.0,2.4,,,18
Singapore,3,1200.0,16,Charminton,948583.0,57.5,18.0,,0,Ms D Logan,Good,0.0,op,5.0,5.0,,Class 4,52.0,,Handicap,5.0,24.0,Gelding,3.6,4.0,1.7,,,18
Singapore,3,1200.0,17,Condor,989641.0,52.0,7.0,,0,T Fitzsimmons,Good,0.0,op,4.0,17.0,,Class 4,52.0,,Handicap,3.0,5.0,Colt,7.5,9.0,0.7,,,18
Singapore,3,1200.0,18,Prodigal,950758.0,52.0,6.0,,0,K S Tan,Good,0.0,op/mf,7.0,15.0,,Class 4,52.0,,Handicap,6.0,23.0,Gelding,4.3,7.0,3.2,,,18
Singapore,4,1400.0,1,Pacific Charm,957211.0,59.0,10.0,Jake Bayliss,15031,J Ong,Good,0.0,mf/bm,9.0,5.0,,Class 5,50.0,,Handicap,5.0,19.0,Gelding,2.6,4.0,2.0,,,15
Singapore,4,1400.0,2,Master Player,949908.0,57.5,7.0,Marc R Lerner,15886,J Tan,Good,0.0,bm,12.0,9.0,,Class 5,50.0,,Handicap,6.0,20.0,Gelding,6.4,5.0,16.2,,,15
Singapore,4,1400.0,3,Steady Punpipi,988825.0,57.0,4.0,R Iskandar,16153,T Mahadi,Good,1.9,bm,13.0,7.0,,Class 5,50.0,,Handicap,3.0,8.0,Gelding,2.6,3.0,3.2,,,15
Singapore,4,1400.0,4,Top Confidence,970252.0,54.0,2.0,S Jamil,17127,T Mahadi,Good,0.0,mf,4.0,6.0,,Class 5,50.0,,Handicap,4.0,17.0,Horse,8.7,11.0,12.2,,,15
Singapore,4,1400.0,5,Chivalric Knight,910618.0,56.5,5.0,M Zaki,15740,D Koh,Good,0.0,bm,15.0,11.0,,Class 5,50.0,,Handicap,7.0,39.0,Gelding,26.8,12.0,14.2,,,15
Singapore,4,1400.0,6,My Boss,895267.0,56.0,12.0,B Queiroz,16996,J Ong,Good,0.0,mf/bm,10.0,2.0,,Class 5,50.0,,Handicap,8.0,68.0,Gelding,0.8,1.0,0.64,,,15
Singapore,4,1400.0,7,Schneider,983027.0,55.5,11.0,T H Koh,15617,H W Tan,Good,0.0,mf,3.0,3.0,,Class 5,50.0,,Handicap,4.0,15.0,Horse,1.7,5.0,2.0,,,15
Singapore,4,1400.0,8,Very Surprise,942018.0,54.5,13.0,R Woodworth,10590,D Kok,Good,0.0,mf,7.0,14.0,,Class 5,50.0,,Handicap,5.0,17.0,Gelding,6.1,5.0,3.0,,,15
Singapore,4,1400.0,9,Watery,951684.0,51.5,8.0,M Akmazani,16984,S Baertschiger,Good,1.9,mf/bm,8.0,15.0,,Class 5,50.0,,Handicap,5.0,23.0,Gelding,7.0,8.0,16.2,,,15
Singapore,4,1400.0,10,Chosen One,950258.0,52.0,15.0,Ph Seow,16739,R Lim,Good,0.0,op/mf,2.0,12.0,,Class 5,50.0,,Handicap,5.0,22.0,Gelding,6.7,9.0,4.6,,,15
Singapore,4,1400.0,11,Crown Dancing,915130.0,54.0,9.0,M Nunes,14100,R Lim,Good,0.0,op,1.0,1.0,,Class 5,50.0,,Handicap,7.0,33.0,Gelding,3.8,3.0,0.45,,,15
Singapore,4,1400.0,12,Big Day,907993.0,53.5,14.0,K A'isisuhairi,15481,J Tan,Good,0.0,mf,6.0,8.0,,Class 5,50.0,,Handicap,7.0,55.0,Gelding,2.5,2.0,0.9,,,15
Singapore,4,1400.0,13,Cizen Lucky,911880.0,50.0,6.0,S Shafrizal,15920,J Tan,Good,0.0,mf,5.0,4.0,,Class 5,50.0,,Handicap,8.0,58.0,Gelding,7.0,6.0,3.0,,,15
Singapore,4,1400.0,14,Super Talent,863081.0,50.0,1.0,T Krisna,16066,R Lim,Good,0.0,bm,11.0,13.0,,Class 5,50.0,,Handicap,9.0,75.0,Gelding,8.4,5.0,5.2,,,15
Singapore,4,1400.0,15,Atlantean,905502.0,50.0,3.0,,0,H W Tan,Good,0.0,bm,14.0,10.0,,Class 5,50.0,,Handicap,8.0,73.0,Gelding,10.8,9.0,30.2,,,15
Singapore,5,1600.0,1,Bestseller,976322.0,57.5,2.0,Vlad Duric,10804,R Le Grange,Good,0.0,op/mf,2.0,1.0,,Class 3,50.0,,Handicap,4.0,13.0,Gelding,0.5,1.0,0.6,,,7
Singapore,5,1600.0,2,Rambo,936613.0,57.5,5.0,Marc R Lerner,15886,D Meagher,Good,0.0,op,1.0,4.0,,Class 3,50.0,,Handicap,7.0,23.0,Gelding,5.5,7.0,1.1,,,7
Singapore,5,1600.0,3,Trumpy,928533.0,56.0,3.0,W H Kok,16151,T Fitzsimmons,Good,0.0,bm,7.0,5.0,,Class 3,50.0,,Handicap,8.0,51.0,Gelding,2.1,4.0,4.6,,,7
Singapore,5,1600.0,4,Pacific Warrior,957425.0,54.0,4.0,Jake Bayliss,15031,D Meagher,Good,0.0,op/mf,3.0,2.0,,Class 3,50.0,,Handicap,4.0,19.0,Gelding,4.8,10.0,1.6,,,7
Singapore,5,1600.0,5,Sacred Judgement,902324.0,54.0,6.0,R Iskandar,16153,J Tan,Good,0.0,mf,4.0,6.0,,Class 3,50.0,,Handicap,8.0,50.0,Gelding,6.3,8.0,4.2,,,7
Singapore,5,1600.0,6,Grand Avante,938215.0,53.5,1.0,M Nunes,14100,D Meagher,Good,0.0,mf/bm,5.0,3.0,,Class 3,50.0,,Handicap,5.0,22.0,Gelding,2.6,4.0,3.2,,,7
Singapore,5,1600.0,7,Fighter,923234.0,50.0,7.0,T H Koh,15617,J Ong,Good,3.8,bm,6.0,7.0,,Class 3,50.0,,Handicap,7.0,29.0,Gelding,30.3,11.0,25.2,,,7
Singapore,6,1600.0,1,City Gold Friend,958182.0,59.0,15.0,M Nunes,14100,D Kok,Good,0.0,op,1.0,1.0,,Class 5,50.0,,Handicap,4.0,9.0,Gelding,0.5,2.0,0.35,,,16
Singapore,6,1600.0,2,Fort Mustang,903971.0,59.0,5.0,R Iskandar,16153,J Peters,Good,0.0,op,2.0,7.0,,Class 5,50.0,,Handicap,7.0,46.0,Gelding,5.9,9.0,1.7,,,16
Singapore,6,1600.0,3,Mr Big Brother,907878.0,58.0,6.0,R Woodworth,10590,T Mahadi,Good,0.0,op/mf,4.0,6.0,,Class 5,50.0,,Handicap,8.0,41.0,Gelding,3.8,6.0,1.7,,,16
Singapore,6,1600.0,4,Jungle Cruise,979731.0,57.5,13.0,Marc R Lerner,15886,H Takaoka,Good,0.0,op/mf,6.0,3.0,,Class 5,50.0,,Handicap,4.0,11.0,Gelding,1.3,2.0,1.1,,,16
Singapore,6,1600.0,5,My Determination,942420.0,57.0,1.0,W H Kok,16151,S Burridge,Good,0.0,bm,11.0,5.0,,Class 5,50.0,,Handicap,5.0,18.0,Gelding,1.6,3.0,0.58,,,16
Singapore,6,1600.0,6,Pacific Spirit,989789.0,57.0,11.0,Jake Bayliss,15031,D Kok,Good,0.0,bm,13.0,14.0,,Class 5,50.0,,Handicap,3.0,4.0,Colt,6.0,8.0,6.8,,,16
Singapore,6,1600.0,7,Exceed Natural,871667.0,55.0,16.0,Clyde Leck,17431,D Koh,Good,0.0,bm,15.0,2.0,,Class 5,50.0,,Handicap,10.0,62.0,Gelding,8.1,6.0,6.8,,,16
Singapore,6,1600.0,8,Khao Manee,949909.0,53.0,7.0,M Akmazani,16984,J Tan,Good,0.0,mf/bm,9.0,8.0,,Class 5,50.0,,Handicap,6.0,41.0,Gelding,2.0,7.0,0.72,,,16
Singapore,6,1600.0,11,Seamlessly,990648.0,53.0,10.0,Ph Seow,16739,S Crutchley,Good,1.9,op/mf,5.0,11.0,,Class 5,50.0,,Handicap,4.0,6.0,Gelding,2.5,2.0,10.2,,,16
Singapore,6,1600.0,12,Whos The Man,992221.0,51.0,12.0,R Azhar,15801,R Lim,Good,0.0,bm,10.0,12.0,,Class 5,50.0,,Handicap,3.0,5.0,Gelding,14.6,10.0,6.8,,,16
Singapore,6,1600.0,13,Wan Legacy,940542.0,53.5,9.0,T Krisna,16066,R Lim,Good,0.0,mf,7.0,10.0,,Class 5,50.0,,Handicap,5.0,21.0,Gelding,11.1,8.0,2.0,,,16
Singapore,6,1600.0,14,Pacific Soldier,990036.0,47.0,8.0,S Jamil,17127,K S Tan,Good,1.9,bm,16.0,15.0,,Class 5,50.0,,Handicap,3.0,7.0,Gelding,11.6,7.0,50.2,,,16
Singapore,6,1600.0,15,Atlas,912649.0,53.0,14.0,,0,S Baertschiger,Good,0.0,op,3.0,4.0,,Class 5,50.0,,Handicap,7.0,43.0,Gelding,7.6,5.0,2.2,,,16
Singapore,6,1600.0,16,Bluejay,983342.0,52.5,3.0,,0,H W Tan,Good,0.0,bm,12.0,9.0,,Class 5,50.0,,Handicap,4.0,13.0,Horse,5.7,8.0,16.2,,,16
Singapore,6,1600.0,17,Kinabalu Light,985302.0,51.0,2.0,,0,D Kok,Good,0.0,mf/bm,8.0,13.0,,Class 5,50.0,,Handicap,4.0,9.0,Gelding,6.5,7.0,10.2,,,16
Singapore,6,1600.0,18,Thunder Hero,982706.0,50.0,4.0,,0,J Tan,Good,0.0,bm,14.0,16.0,,Class 5,50.0,,Handicap,4.0,9.0,Gelding,8.9,10.0,40.2,,,16
Singapore,7,1200.0,1,King Arthur,914568.0,56.0,7.0,S Jamil,17127,Ms D Logan,Good,0.0,mf,6.0,4.0,,Class 1,50.0,,Handicap,6.0,30.0,Gelding,3.3,8.0,0.68,,,10
